['2023-08-10 02:00:35', '***** BK Solution Work Logger Start *****']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:35', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:08:36', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:36', 'imagesave_thread./ImageSave_2023-08-10/20230810_020835.png Saved']
['2023-08-10 02:08:36', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:36', 'imagesave_thread./ImageSave_2023-08-10/20230810_020836.png Saved']
['2023-08-10 02:08:36', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:36', 'imagesave_thread./ImageSave_2023-08-10/20230810_020836.png Saved']
['2023-08-10 02:08:36', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:36', 'imagesave_thread./ImageSave_2023-08-10/20230810_020836.png Saved']
['2023-08-10 02:08:36', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:36', 'imagesave_thread./ImageSave_2023-08-10/20230810_020836.png Saved']
['2023-08-10 02:08:36', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:36', 'imagesave_thread./ImageSave_2023-08-10/20230810_020836.png Saved']
['2023-08-10 02:08:36', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:36', 'imagesave_thread./ImageSave_2023-08-10/20230810_020836.png Saved']
['2023-08-10 02:08:36', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:36', 'imagesave_thread./ImageSave_2023-08-10/20230810_020836.png Saved']
['2023-08-10 02:08:36', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:36', 'imagesave_thread./ImageSave_2023-08-10/20230810_020836.png Saved']
['2023-08-10 02:08:36', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:36', 'imagesave_thread./ImageSave_2023-08-10/20230810_020836.png Saved']
['2023-08-10 02:08:36', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:36', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:36', 'imagesave_thread./ImageSave_2023-08-10/20230810_020836.png Saved']
['2023-08-10 02:08:37', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:37', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:37', 'imagesave_thread./ImageSave_2023-08-10/20230810_020837.png Saved']
['2023-08-10 02:08:37', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:37', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:37', 'imagesave_thread./ImageSave_2023-08-10/20230810_020837.png Saved']
['2023-08-10 02:08:37', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:37', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:37', 'imagesave_thread./ImageSave_2023-08-10/20230810_020837.png Saved']
['2023-08-10 02:08:37', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:37', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:37', 'imagesave_thread./ImageSave_2023-08-10/20230810_020837.png Saved']
['2023-08-10 02:08:37', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:37', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:37', 'imagesave_thread./ImageSave_2023-08-10/20230810_020837.png Saved']
['2023-08-10 02:08:37', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:37', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:37', 'imagesave_thread./ImageSave_2023-08-10/20230810_020837.png Saved']
['2023-08-10 02:08:37', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:37', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:37', 'imagesave_thread./ImageSave_2023-08-10/20230810_020837.png Saved']
['2023-08-10 02:08:37', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:37', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:37', 'imagesave_thread./ImageSave_2023-08-10/20230810_020837.png Saved']
['2023-08-10 02:08:37', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:37', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:37', 'imagesave_thread./ImageSave_2023-08-10/20230810_020837.png Saved']
['2023-08-10 02:08:37', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:37', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:38', 'imagesave_thread./ImageSave_2023-08-10/20230810_020837.png Saved']
['2023-08-10 02:08:38', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:38', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:38', 'imagesave_thread./ImageSave_2023-08-10/20230810_020838.png Saved']
['2023-08-10 02:08:38', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:38', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:38', 'imagesave_thread./ImageSave_2023-08-10/20230810_020838.png Saved']
['2023-08-10 02:08:38', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:38', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:38', 'imagesave_thread./ImageSave_2023-08-10/20230810_020838.png Saved']
['2023-08-10 02:08:38', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:38', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:38', 'imagesave_thread./ImageSave_2023-08-10/20230810_020838.png Saved']
['2023-08-10 02:08:38', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:38', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:38', 'imagesave_thread./ImageSave_2023-08-10/20230810_020838.png Saved']
['2023-08-10 02:08:38', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:38', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:38', 'imagesave_thread./ImageSave_2023-08-10/20230810_020838.png Saved']
['2023-08-10 02:08:38', 'Job_AskGrabImage->is_good_to_go: True']
